req_id,domain,current_source,archive_source,suspect_fields,exact_archive_fields,recovery_status
REQ-ADMINPORTAL-00268,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00269,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00270,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00271,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00272,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00273,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00274,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00275,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00276,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00277,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00278,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00279,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00280,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00281,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00282,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00283,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00284,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote;atomic_assertion,,MANUAL_REVIEW
REQ-ADMINPORTAL-00285,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00286,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00287,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00288,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00289,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00290,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00291,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00292,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00293,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00294,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00295,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00296,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00297,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00298,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-00299,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,source_section;source_quote,,MANUAL_REVIEW
REQ-ADMINPORTAL-02783,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02784,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02785,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02786,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02787,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02788,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02789,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02790,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02791,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02792,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02793,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02794,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02795,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02796,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02797,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02798,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02799,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
REQ-ADMINPORTAL-02800,admin-portal,docs/PRD-管理后台.md,docs/_archive/DRD-管理后台.md,,,MANUAL_REVIEW
