req_id,domain,source_path,bad_fields,current_source_line,current_heading,current_source_context,source_line_readability,atomic_assertion_original,review_action,review_status,reviewer_note
UA2-00289,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,209,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 棰勪及鍙敤澶╂暟 | int | 鍓╀綑棰濆害 / 鏃ュ潎娑堣€楅噺锛堟棩鍧囨秷鑰楅噺 = 杩7 澶╂€绘秷鑰/ 7锛墊,CORRUPTED,| 棰勪及鍙敤澶╂暟 | int | 鍓╀綑棰濆害 / 鏃ュ潎娑堣€楅噺锛堟棩鍧囨秷鑰楅噺 = 杩7 澶╂€绘秷鑰/ 7锛墊,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00290,user-agent,docs/PRD-用户体系.md,source_section,211,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,**杩涘害鏉＄姸鎬侀€昏緫**,READABLE,**杩涘害鏉＄姸鎬侀€昏緫**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00291,user-agent,docs/PRD-用户体系.md,source_section,151,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**杈圭晫鏉′欢**,READABLE,**杈圭晫鏉′欢**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00292,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,223,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,"- 鐢ㄦ埛鏃犻搴﹂檺鍒讹紙`user_quotas` 鏈缃級锛氫笉鏄剧ず杩涘害鏉＄粍浠讹紝鏀逛负鏄剧ず""鏃犻檺鍒鏍囪瘑",CORRUPTED,"鐢ㄦ埛鏃犻搴﹂檺鍒讹紙`user_quotas` 鏈缃級锛氫笉鏄剧ず杩涘害鏉＄粍浠讹紝鏀逛负鏄剧ず""鏃犻檺鍒鏍囪瘑",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00293,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,224,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,"- 鏃ュ潎娑堣€楅噺涓0锛堟柊娉ㄥ唽/鏃犺皟鐢級锛氶浼板彲鐢ㄥぉ鏁板睍绀""鈥|",CORRUPTED,"鏃ュ潎娑堣€楅噺涓0锛堟柊娉ㄥ唽/鏃犺皟鐢級锛氶浼板彲鐢ㄥぉ鏁板睍绀""鈥|",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00294,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,225,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,"- 浣欓涓0 涓旈搴﹀凡鐢ㄥ畬锛氳繘搴︽潯婊＄孩 + ""璐︽埛宸叉瑺璐閬僵",CORRUPTED,"浣欓涓0 涓旈搴﹀凡鐢ㄥ畬锛氳繘搴︽潯婊＄孩 + ""璐︽埛宸叉瑺璐閬僵",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00295,user-agent,docs/PRD-用户体系.md,source_section,157,126: ##### 鍖哄煙 1锛氭杩庡崱鐗|,**杩愯惀绛栫暐**,READABLE,**杩愯惀绛栫暐**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00296,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,229,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,- 棰濆害 > 80% 鏃讹細绯荤粺鑷姩瑙﹀彂浣欓涓嶈冻閫氱煡,CORRUPTED,棰濆害 > 80% 鏃讹細绯荤粺鑷姩瑙﹀彂浣欓涓嶈冻閫氱煡,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00297,user-agent,docs/PRD-用户体系.md,source_section,230,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,- 棰濆害 > 95% 鏃讹細鍦ㄩ€氱煡鍩虹涓婏紝澧炲姞閭欢閫氱煡,READABLE,棰濆害 > 95% 鏃讹細鍦ㄩ€氱煡鍩虹涓婏紝澧炲姞閭欢閫氱煡,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00298,user-agent,docs/PRD-用户体系.md,source_section,236,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,**闈㈡澘缁撴瀯**,READABLE,**闈㈡澘缁撴瀯**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00299,user-agent,docs/PRD-用户体系.md,source_section,265,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,**姒傝妯″紡灞曠ず閫昏緫**,READABLE,**姒傝妯″紡灞曠ず閫昏緫**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00300,user-agent,docs/PRD-用户体系.md,source_section,267,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,- 榛樿灞曠ず浠婃棩璋冪敤娆℃暟銆佹湰鏈Token 娑堣€椼€佹湰鏈堣垂鐢ㄤ笁椤|,READABLE,榛樿灞曠ず浠婃棩璋冪敤娆℃暟銆佹湰鏈Token 娑堣€椼€佹湰鏈堣垂鐢ㄤ笁椤|,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00301,user-agent,docs/PRD-用户体系.md,source_section,268,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,- 鏁版嵁鍔犺浇鍓嶅睍绀Skeleton 楠ㄦ灦灞|,READABLE,鏁版嵁鍔犺浇鍓嶅睍绀Skeleton 楠ㄦ灦灞|,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00302,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,269,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,"- 鏁版嵁绌虹櫧锛氬睍绀0 鍊+ ""鏆傛棤鏁版嵁""鐏拌壊鏂囧瓧",CORRUPTED,"鏁版嵁绌虹櫧锛氬睍绀0 鍊+ ""鏆傛棤鏁版嵁""鐏拌壊鏂囧瓧",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00303,user-agent,docs/PRD-用户体系.md,source_section,271,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,**鐑姏鍥捐鏍*,READABLE,**鐑姏鍥捐鏍*,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00304,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,275,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,| X 杞|| 24 灏忔椂锛:00-23:00锛墊,CORRUPTED,| X 杞|| 24 灏忔椂锛:00-23:00锛墊,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00305,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,276,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,| Y 杞|| 鐢ㄦ埛甯哥敤妯″瀷锛堟渶澶10 涓紝鎸夎皟鐢ㄩ噺鎺掑簭锛墊,CORRUPTED,| Y 杞|| 鐢ㄦ埛甯哥敤妯″瀷锛堟渶澶10 涓紝鎸夎皟鐢ㄩ噺鎺掑簭锛墊,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00306,user-agent,docs/PRD-用户体系.md,source_section,277,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,"| 棰滆壊鏄犲皠 | 0% = #f0f0f0, 25% = #c6e48b, 50% = #7bc96f, 75% = #239a3b, 100% = #196127 |",READABLE,棰滆壊鏄犲皠,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00307,user-agent,docs/PRD-用户体系.md,source_section,277,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,"| 棰滆壊鏄犲皠 | 0% = #f0f0f0, 25% = #c6e48b, 50% = #7bc96f, 75% = #239a3b, 100% = #196127 |",READABLE,"0% = #f0f0f0, 25% = #c6e48b, 50% = #7bc96f, 75% = #239a3b, 100% = #196127",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00308,user-agent,docs/PRD-用户体系.md,source_section,278,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,| 鎮诞鎻愮ず | 妯″瀷鍚嶃€佹椂娈点€佽皟鐢ㄦ鏁般€佸崰姣||,READABLE,鎮诞鎻愮ず,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00309,user-agent,docs/PRD-用户体系.md,source_section,278,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,| 鎮诞鎻愮ず | 妯″瀷鍚嶃€佹椂娈点€佽皟鐢ㄦ鏁般€佸崰姣||,READABLE,妯″瀷鍚嶃€佹椂娈点€佽皟鐢ㄦ鏁般€佸崰姣,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00310,user-agent,docs/PRD-用户体系.md,source_section,284,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,**鍥捐〃閰嶇疆**,READABLE,**鍥捐〃閰嶇疆**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00311,user-agent,docs/PRD-用户体系.md,source_section,288,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鏃堕棿鑼冨洿 | 杩7 澶|| 24h / 7d / 30d / 鑷畾涔||,READABLE,鏃堕棿鑼冨洿,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00312,user-agent,docs/PRD-用户体系.md,source_section,209,199: ##### 鍖哄煙 3锛氶搴︿娇鐢ㄨ繘搴︽潯,| 棰勪及鍙敤澶╂暟 | int | 鍓╀綑棰濆害 / 鏃ュ潎娑堣€楅噺锛堟棩鍧囨秷鑰楅噺 = 杩7 澶╂€绘秷鑰/ 7锛墊,CORRUPTED,杩7 澶,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00313,user-agent,docs/PRD-用户体系.md,source_section,288,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鏃堕棿鑼冨洿 | 杩7 澶|| 24h / 7d / 30d / 鑷畾涔||,READABLE,24h / 7d / 30d / 鑷畾涔,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00314,user-agent,docs/PRD-用户体系.md,source_section,289,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鑱氬悎绮掑害 | 鎸夊皬鏃|| 鎸夊皬鏃/ 鎸夊ぉ / 鎸夊懆 |,READABLE,鑱氬悎绮掑害,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00315,user-agent,docs/PRD-用户体系.md,source_section,289,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鑱氬悎绮掑害 | 鎸夊皬鏃|| 鎸夊皬鏃/ 鎸夊ぉ / 鎸夊懆 |,READABLE,鎸夊皬鏃,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00316,user-agent,docs/PRD-用户体系.md,source_section,289,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鑱氬悎绮掑害 | 鎸夊皬鏃|| 鎸夊皬鏃/ 鎸夊ぉ / 鎸夊懆 |,READABLE,鎸夊皬鏃/ 鎸夊ぉ / 鎸夊懆,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00317,user-agent,docs/PRD-用户体系.md,source_section,290,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鏁版嵁绯诲垪 | 鎬Token | 鎬Token / 杈撳叆 Token / 杈撳嚭 Token |,READABLE,鏁版嵁绯诲垪,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00318,user-agent,docs/PRD-用户体系.md,source_section,290,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鏁版嵁绯诲垪 | 鎬Token | 鎬Token / 杈撳叆 Token / 杈撳嚭 Token |,READABLE,鎬Token,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00319,user-agent,docs/PRD-用户体系.md,source_section,290,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鏁版嵁绯诲垪 | 鎬Token | 鎬Token / 杈撳叆 Token / 杈撳嚭 Token |,READABLE,鎬Token / 杈撳叆 Token / 杈撳嚭 Token,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00320,user-agent,docs/PRD-用户体系.md,source_section,195,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 瀵规瘮鍩哄噯锛堟槰鏃涓婂懆鍚屾湡/涓婃湀鍚屾湡锛墊 `site_configs.default_compare_period` |,CORRUPTED,瀵规瘮鍩哄噯,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00321,user-agent,docs/PRD-用户体系.md,source_section,291,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 瀵规瘮鍩哄噯 | 鏃|| 涓婁竴鍛ㄦ湡 / 涓婂懆鍚屾湡 / 涓婃湀鍚屾湡 |,READABLE,涓婁竴鍛ㄦ湡 / 涓婂懆鍚屾湡 / 涓婃湀鍚屾湡,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00322,user-agent,docs/PRD-用户体系.md,source_section,292,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鍥捐〃绫诲瀷 | 鏌辩姸鍥|| 鏌辩姸鍥/ 鎶樼嚎鍥/ 闈㈢Н鍥||,READABLE,鍥捐〃绫诲瀷,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00323,user-agent,docs/PRD-用户体系.md,source_section,255,234: ##### 鍖哄煙 4锛氱敤閲忔€昏灞曞紑闈㈡澘,鈹  [鏌辩姸鍥+ 鎶樼嚎鍙犲姞鍥綸                        鈹|,READABLE,鏌辩姸鍥,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00324,user-agent,docs/PRD-用户体系.md,source_section,292,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,| 鍥捐〃绫诲瀷 | 鏌辩姸鍥|| 鏌辩姸鍥/ 鎶樼嚎鍥/ 闈㈢Н鍥||,READABLE,鏌辩姸鍥/ 鎶樼嚎鍥/ 闈㈢Н鍥,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00325,user-agent,docs/PRD-用户体系.md,source_section,294,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,**瀵规瘮鍩哄噯鍙犲姞瑙勫垯**,READABLE,**瀵规瘮鍩哄噯鍙犲姞瑙勫垯**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00326,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,296,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,- 寮€鍚姣斿悗锛岀敤铏氱嚎娓叉煋瀵规瘮鍛ㄦ湡鐨勮秼鍔|,CORRUPTED,寮€鍚姣斿悗锛岀敤铏氱嚎娓叉煋瀵规瘮鍛ㄦ湡鐨勮秼鍔|,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00327,user-agent,docs/PRD-用户体系.md,source_section,297,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,- 瀵规瘮鍛ㄦ湡 = 褰撳墠鏃堕棿鑼冨洿 - 褰撳墠鏃堕棿鑼冨洿闀垮害,READABLE,瀵规瘮鍛ㄦ湡 = 褰撳墠鏃堕棿鑼冨洿 - 褰撳墠鏃堕棿鑼冨洿闀垮害,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00328,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,298,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,- 渚嬪锛 澶╁姣鈫鏄剧ず鍓7 澶╃殑鏁版嵁铏氱嚎,CORRUPTED,渚嬪锛 澶╁姣鈫鏄剧ず鍓7 澶╃殑鏁版嵁铏氱嚎,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00329,user-agent,docs/PRD-用户体系.md,source_section,300,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,**鏁版嵁瀵煎嚭**,READABLE,**鏁版嵁瀵煎嚭**,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00330,user-agent,docs/PRD-用户体系.md,source_section,302,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,- 鍥捐〃鍙充笂瑙掍笅杞芥寜閽細瀵煎嚭 PNG / SVG 鍥剧墖,READABLE,鍥捐〃鍙充笂瑙掍笅杞芥寜閽細瀵煎嚭 PNG / SVG 鍥剧墖,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00331,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,303,282: ##### 鍖哄煙 5锛歍oken 娑堣€楄秼鍔垮浘,- 鍘熷鏁版嵁瀵煎嚭锛欳SV锛堝寘鍚瘡鏉℃暟鎹拰瀵规瘮鏁版嵁锛|,CORRUPTED,鍘熷鏁版嵁瀵煎嚭锛欳SV锛堝寘鍚瘡鏉℃暟鎹拰瀵规瘮鏁版嵁锛|,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00332,user-agent,docs/PRD-用户体系.md,source_section,309,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,**琛ㄦ牸鍒楀畾涔*,READABLE,**琛ㄦ牸鍒楀畾涔*,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00333,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,313,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,| 妯″瀷鍚|| 鉁A-Z | 甯︿緵搴斿晢鏍囩锛堝皬鏍囩锛墊,CORRUPTED,| 妯″瀷鍚|| 鉁A-Z | 甯︿緵搴斿晢鏍囩锛堝皬鏍囩锛墊,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00334,user-agent,docs/PRD-用户体系.md,source_section,29,21: #### 2.1.2 鏉冮檺寮曟搸瑙勬牸,| `vendor` | 渚涘簲鍟嗙鐞|| 鍒楄〃 / 閰嶇疆 / 鐘舵€佸垏鎹||,READABLE,渚涘簲鍟,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00335,user-agent,docs/PRD-用户体系.md,source_section,314,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,| 渚涘簲鍟|| 鉂|| 灞曠ず渚涘簲鍟Logo 缂╁啓 |,READABLE,灞曠ず渚涘簲鍟Logo 缂╁啓,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00336,user-agent,docs/PRD-用户体系.md,source_section,170,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩璋冪敤娆℃暟 | `COUNT(call_logs)` 褰撴棩 | 鎴愬姛/澶辫触鏁|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/logs range=today` |,READABLE,璋冪敤娆℃暟,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00337,user-agent,docs/PRD-用户体系.md,source_section,170,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩璋冪敤娆℃暟 | `COUNT(call_logs)` 褰撴棩 | 鎴愬姛/澶辫触鏁|| 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/logs range=today` |,READABLE,浠婃棩璋冪敤娆℃暟,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00338,user-agent,docs/PRD-用户体系.md,source_section,316,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,| Token 鎬婚噺 | 鉁|| 浠婃棩 Token 娑堣€||,READABLE,Token 鎬婚噺,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00339,user-agent,docs/PRD-用户体系.md,source_section,171,164: ##### 鍖哄煙 2锛氭牳蹇冩寚鏍囧崱鐗|,| 浠婃棩 Token 娑堣€|| `SUM(tokens)` 褰撴棩 | 杈撳叆/杈撳嚭鎷嗗垎 | 鐜瘮鏄ㄦ棩鍙樺寲鐜|| `/console/stats range=today` |,READABLE,浠婃棩 Token 娑堣€,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00340,user-agent,docs/PRD-用户体系.md,source_section,317,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,| 璐圭敤鍚堣 | 鉁|| 楼 鏍煎紡 |,READABLE,璐圭敤鍚堣,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00341,user-agent,docs/PRD-用户体系.md,source_section,317,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,| 璐圭敤鍚堣 | 鉁|| 楼 鏍煎紡 |,READABLE,楼 鏍煎紡,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00342,user-agent,docs/PRD-用户体系.md,source_section,318,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,| 骞冲潎寤惰繜 | 鉁|| ms 鏍煎紡 |,READABLE,骞冲潎寤惰繜,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00343,user-agent,docs/PRD-用户体系.md,source_section,318,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,| 骞冲潎寤惰繜 | 鉁|| ms 鏍煎紡 |,READABLE,ms 鏍煎紡,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00344,user-agent,docs/PRD-用户体系.md,source_section,322,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,- 榛樿鎸夎皟鐢ㄩ噺闄嶅簭鎺掑垪,READABLE,榛樿鎸夎皟鐢ㄩ噺闄嶅簭鎺掑垪,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00345,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,323,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,- 鐐瑰嚮琛鈫璺宠浆 `/console/logs model=xxx&range=today`锛堣妯″瀷浠婃棩鏃ュ織锛|,CORRUPTED,鐐瑰嚮琛鈫璺宠浆 `/console/logs model=xxx&range=today`锛堣妯″瀷浠婃棩鏃ュ織锛|,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00346,user-agent,docs/PRD-用户体系.md,source_section,324,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,"- 榧犳爣鎮诞琛鈫鑳屾櫙鑹查珮浜紝鍙充晶鏄剧ず""鏌ョ湅鏃ュ織""鎸夐挳",READABLE,"榧犳爣鎮诞琛鈫鑳屾櫙鑹查珮浜紝鍙充晶鏄剧ず""鏌ョ湅鏃ュ織""鎸夐挳",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00347,user-agent,docs/PRD-用户体系.md,source_section;source_quote;atomic_assertion,328,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,"- 浠婃棩鏃犺皟鐢細琛ㄦ牸鍖哄煙灞曠ず绌虹姸鎬佹彃鍥+ ""浠婃棩鏆傛棤璋冪敤璁板綍锛屽紑濮嬫偍鐨勭涓€娆API 璋冪敤 鈫|",CORRUPTED,"浠婃棩鏃犺皟鐢細琛ㄦ牸鍖哄煙灞曠ず绌虹姸鎬佹彃鍥+ ""浠婃棩鏆傛棤璋冪敤璁板綍锛屽紑濮嬫偍鐨勭涓€娆API 璋冪敤 鈫|",重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00348,user-agent,docs/PRD-用户体系.md,source_section,309,307: ##### 鍖哄煙 6锛氭ā鍨嬪垎甯冩槑缁嗚〃,**琛ㄦ牸鍒楀畾涔*,READABLE,**琛ㄦ牸鍒楀畾涔*,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00349,user-agent,docs/PRD-用户体系.md,source_section,338,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,| Key 鍚嶇О | 鉁|| 鐢ㄦ埛鑷畾涔夊埆鍚||,READABLE,Key 鍚嶇О,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
UA2-00350,user-agent,docs/PRD-用户体系.md,source_section,338,332: ##### 鍖哄煙 7锛欰PI Key 瀵规瘮琛|,| Key 鍚嶇О | 鉁|| 鐢ㄦ埛鑷畾涔夊埆鍚||,READABLE,鐢ㄦ埛鑷畾涔夊埆鍚,重摘可读 source_quote；确认 source_section；必要时拆分 atomic_assertion；不能沿用乱码行,OPEN,
