req_id,domain,source_path,recovered_section,recovered_quote,recovered_assertion,quote_source_lines,section_source_lines,risk_flags,review_decision,review_notes
UA2-06314,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,currentMonth: number;,currentMonth: number;,161,18,NUMERIC,PENDING,
UA2-06315,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,annualized: number;,annualized: number;,162,18,NUMERIC,PENDING,
UA2-06316,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,onViewDetails: () => void;,onViewDetails: () => void;,163,18,NUMERIC,PENDING,
UA2-06317,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,// 排名看板,// 排名看板,166,18,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06318,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,interface RankBoardProps {,interface RankBoardProps {,167,18,NUMERIC,PENDING,
UA2-06319,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,type: 'newCustomers' | 'consumptionTotal';,type: 'newCustomers' | 'consumptionTotal';,168,18,NUMERIC,PENDING,
UA2-06320,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,data: RankItem[];,data: RankItem[];,169,18,NUMERIC,PENDING,
UA2-06321,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,currentUserId: number;,currentUserId: number;,170,18,NUMERIC,PENDING,
UA2-06322,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,onTypeChange: (type: string) => void;,onTypeChange: (type: string) => void;,171,18,NUMERIC,PENDING,
UA2-06323,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,interface RankItem {,interface RankItem {,174,18,NUMERIC,PENDING,
UA2-06324,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,userId: number;,userId: number;,175,18,NUMERIC,PENDING,
UA2-06325,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,rame: string;,rame: string;,176,18,NUMERIC,PENDING,
UA2-06326,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,rank: number;,rank: number;,177,18,NUMERIC,PENDING,
UA2-06327,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,value: number;,value: number;,178;204,18,NUMERIC,PENDING,
UA2-06328,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,// 目标管理（业务员端）,// 目标管理（业务员端）,181,18,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06329,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,interface TargetProgresProps {,interface TargetProgresProps {,182,18,NUMERIC,PENDING,
UA2-06330,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,targets: TargetItem[];,targets: TargetItem[];,183,18,NUMERIC,PENDING,
UA2-06331,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,interface TargetItem {,interface TargetItem {,186,18,NUMERIC,PENDING,
UA2-06332,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,type: string;,type: string;,187;203,18,NUMERIC,PENDING,
UA2-06333,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,name: string;,name: string;,188,18,NUMERIC,PENDING,
UA2-06334,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,targetValue: number;,targetValue: number;,189,18,NUMERIC,PENDING,
UA2-06335,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,achievedValue: number;,achievedValue: number;,190,18,NUMERIC,PENDING,
UA2-06336,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,completionRate: number;,completionRate: number;,191,18,NUMERIC,PENDING,
UA2-06337,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,remaingDays: number;,remaingDays: number;,192,18,NUMERIC,PENDING,
UA2-06338,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,// 目标设置（管理员端）,// 目标设置（管理员端）,195,18,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06339,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,interface SalesTargetSettingProps {,interface SalesTargetSettingProps {,196,18,NUMERIC,PENDING,
UA2-06340,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,onSubmit: (data: SalesTargetInput) => void;,onSubmit: (data: SalesTargetInput) => void;,197,18,NUMERIC,PENDING,
UA2-06341,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,existingTargets?: TargetItem[];,existingTargets?: TargetItem[];,198,18,NUMERIC;POSSIBLE_COMPOUND;RESIDUAL_ENCODING,PENDING,
UA2-06342,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,interface SalesTargetInput {,interface SalesTargetInput {,201,18,NUMERIC,PENDING,
UA2-06343,user-agent,docs/ref-11.5-performance.md,1. 本月业绩概览,period: string;,period: string;,202,18,NUMERIC,PENDING,
UA2-06360,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,鎬婚噾棰?,鎬婚噾棰?,120,17,NUMERIC;POSSIBLE_COMPOUND;RESIDUAL_ENCODING,PENDING,
UA2-06367,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,附加说明,附加说明,28,17,NUMERIC,PENDING,
UA2-06368,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,**鎶ヤ环鍗曠姸鎬佹祦杞?*,**鎶ヤ环鍗曠姸鎬佹祦杞?*,30,17,MARKDOWN_OR_PATH;NUMERIC;POSSIBLE_COMPOUND;RESIDUAL_ENCODING,PENDING,
UA2-06370,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,说明,说明,61;93,17,NUMERIC,PENDING,
UA2-06372,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,draft,draft,123;157,17,NUMERIC,PENDING,
UA2-06375,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,pending_approval,pending_approval,123;157,17,NUMERIC,PENDING,
UA2-06378,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,approved,approved,86;123;157,17,NUMERIC,PENDING,
UA2-06379,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,审批通过,审批通过,86,17,NUMERIC,PENDING,
UA2-06381,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,rejected,rejected,34;42;78;123,17,NUMERIC,PENDING,
UA2-06383,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,查看驳回原因，修改后重新提交,查看驳回原因，修改后重新提交,42,17,NUMERIC,PENDING,
UA2-06384,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,sent,sent,43;123,17,NUMERIC,PENDING,
UA2-06385,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,已发送给客户,已发送给客户,43,17,NUMERIC,PENDING,
UA2-06386,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,标记为已接受 / 过期,标记为已接受 / 过期,43,17,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06387,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,accepted,accepted,123,17,NUMERIC,PENDING,
UA2-06390,user-agent,docs/ref-11.6-quote-contract.md,1. 报价管理,expired,expired,34;78;79;88;123;157;280,17,NUMERIC,PENDING,
UA2-06396,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,模板名称,模板名称,135,49,NUMERIC,PENDING,
UA2-06398,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,内容,内容,55;101;324,49,NUMERIC,PENDING,
UA2-06399,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,Markdown 格式合同正文,Markdown 格式合同正文,55,49,NUMERIC,PENDING,
UA2-06400,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,变量,变量,61;137,49,NUMERIC,PENDING,
UA2-06402,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,版本,版本,138,49,NUMERIC,PENDING,
UA2-06408,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,说明,说明,61;93,49,NUMERIC,PENDING,
UA2-06409,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,绀轰緥鍊?,绀轰緥鍊?,61,49,NUMERIC;POSSIBLE_COMPOUND;RESIDUAL_ENCODING,PENDING,
UA2-06410,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,`{{customerName}}`,`{{customerName}}`,63,49,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06411,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,客户名称,客户名称,63;117;152,49,NUMERIC,PENDING,
UA2-06412,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,张三科技有限公司,张三科技有限公司,63,49,NUMERIC,PENDING,
UA2-06413,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,`{{customerContact}}`,`{{customerContact}}`,64,49,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06414,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,鑱旂郴浜?,鑱旂郴浜?,64;118;153,49,NUMERIC;POSSIBLE_COMPOUND;RESIDUAL_ENCODING,PENDING,
UA2-06415,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,张三,张三,64,49,NUMERIC,PENDING,
UA2-06416,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,`{{contractNo}}`,`{{contractNo}}`,65,49,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06417,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,合同编号,合同编号,65,49,NUMERIC,PENDING,
UA2-06418,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,CON-260801-001,CON-260801-001,65,49,NUMERIC,PENDING,
UA2-06419,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,`{{effectiveDate}}`,`{{effectiveDate}}`,66,49,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06420,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,生效日期,生效日期,66;158,49,NUMERIC,PENDING,
UA2-06421,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,2026-08-01,2026-08-01,66,49,NUMERIC,PENDING,
UA2-06422,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,`{{expiryDate}}`,`{{expiryDate}}`,67,49,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06423,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,到期日期,到期日期,67;159,49,NUMERIC,PENDING,
UA2-06424,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,2027-07-31,2027-07-31,67,49,NUMERIC,PENDING,
UA2-06425,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,`{{serviceDesc}}`,`{{serviceDesc}}`,68,49,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06426,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,服务描述,服务描述,68,49,NUMERIC,PENDING,
UA2-06427,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,AI 模型 API 调用服务,AI 模型 API 调用服务,68,49,NUMERIC,PENDING,
UA2-06428,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,`{{totalAmount}}`,`{{totalAmount}}`,69,49,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06429,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,合同金额,合同金额,69,49,NUMERIC,PENDING,
UA2-06431,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,`{{paymentTerms}}`,`{{paymentTerms}}`,70,49,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-06432,user-agent,docs/ref-11.6-quote-contract.md,2. 合同模板管理,付款条款,付款条款,70,49,NUMERIC,PENDING,
UA2-06434,user-agent,docs/ref-11.6-quote-contract.md,3. 合同管理,**鍚堝悓鐘舵€佹祦杞?*,**鍚堝悓鐘舵€佹祦杞?*,74,72,MARKDOWN_OR_PATH;NUMERIC;POSSIBLE_COMPOUND;RESIDUAL_ENCODING,PENDING,
UA2-06435,user-agent,docs/ref-11.6-quote-contract.md,3. 合同管理,draft,draft,123;157,72,NUMERIC,PENDING,
UA2-06437,user-agent,docs/ref-11.6-quote-contract.md,3. 合同管理,pending_approval,pending_approval,123;157,72,NUMERIC,PENDING,
UA2-06439,user-agent,docs/ref-11.6-quote-contract.md,3. 合同管理,approved,approved,86;123;157,72,NUMERIC,PENDING,
UA2-06440,user-agent,docs/ref-11.6-quote-contract.md,3. 合同管理,审批通过，待签署,审批通过，待签署,86,72,NUMERIC,PENDING,
UA2-06441,user-agent,docs/ref-11.6-quote-contract.md,3. 合同管理,signed,signed,87;157;160,72,NUMERIC,PENDING,
UA2-03006,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,**Step 1：欢迎与介绍（全屏模态弹窗）**,**Step 1：欢迎与介绍（全屏模态弹窗）**,44,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-03017,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,创建成功后：,创建成功后：,56,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH,PENDING,
UA2-03018,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,创建弹窗关闭,创建弹窗关闭,57,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH,PENDING,
UA2-03023,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,自动跳转到模型列表页 `/console/models,自动跳转到模型列表页 `/console/models,63,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH,PENDING,
UA2-03041,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,展示三个语言标签切换：Python | JavaScript | cURL,展示三个语言标签切换：Python | JavaScript | cURL,83,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH,PENDING,
UA2-03044,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,JavaScript：`import { ThreeCloud } from '3cloud-sdk';,JavaScript：`import { ThreeCloud } from '3cloud-sdk';,85,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-03046,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,"cURL：`curl https://api.3cloud.dev/v1/chat/completions -H ""Authorization: Bearer sk-3c-xxx"" ...","cURL：`curl https://api.3cloud.dev/v1/chat/completions -H ""Authorization: Bearer sk-3c-xxx"" ...",86,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-03072,user-agent,docs/SPEC-§22-用户端体验增强.md,边界条件,显示友好错误提示 + 解决方案建议 + [重试] 按钮 + 允许跳过,显示友好错误提示 + 解决方案建议 + [重试] 按钮 + 允许跳过,202,196;943;1179;1382;1607;1817,NONE_DETECTED,PENDING,
UA2-03083,user-agent,docs/SPEC-§22-用户端体验增强.md,验收标准,AC-1,AC-1,722,209;956;1195;1395;1621;1724;1827;1908;1957;2021;2096,NUMERIC,PENDING,
UA2-03086,user-agent,docs/SPEC-§22-用户端体验增强.md,验收标准,AC-2,AC-2,729,209;956;1195;1395;1621;1724;1827;1908;1957;2021;2096,NUMERIC,PENDING,
UA2-03089,user-agent,docs/SPEC-§22-用户端体验增强.md,验收标准,AC-3,AC-3,1199,209;956;1195;1395;1621;1724;1827;1908;1957;2021;2096,NUMERIC,PENDING,
UA2-03092,user-agent,docs/SPEC-§22-用户端体验增强.md,验收标准,AC-4,AC-4,1399;1406;1625,209;956;1195;1395;1621;1724;1827;1908;1957;2021;2096,NUMERIC,PENDING,
UA2-03118,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,本月剩余天数 = DAY(LAST_DAY(NOW())) - DAY(NOW()) + 1,本月剩余天数 = DAY(LAST_DAY(NOW())) - DAY(NOW()) + 1,254,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-03129,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,"""forecastUsagePercent"": 57.9, // 预估/预算","""forecastUsagePercent"": 57.9, // 预估/预算",277,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH;NUMERIC,PENDING,
UA2-03149,user-agent,docs/SPEC-§22-用户端体验增强.md,完成能力 / 展示效果,**告警分类与展示：**,**告警分类与展示：**,318,42;235;311;429;484;570;750;977;1216;1415;1662;1735;1840;1920;1969;2032,MARKDOWN_OR_PATH,PENDING,
UA2-03166,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"export const userAlerts = pgTable(""user_alerts"", {","export const userAlerts = pgTable(""user_alerts"", {",407,388,NONE_DETECTED,PENDING,
UA2-03167,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"id: serial(""id"").primaryKey(),","id: serial(""id"").primaryKey(),",408;1088;1110;1129;1287;1452;1762,388,NONE_DETECTED,PENDING,
UA2-03168,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"userId: integer(""user_id"").notNull().references(() => users.id),","userId: integer(""user_id"").notNull().references(() => users.id),",409;1089,388,NONE_DETECTED,PENDING,
UA2-03169,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"type: varchar(""type"", { length: 30 }).notNull(),","type: varchar(""type"", { length: 30 }).notNull(),",410,388,NUMERIC,PENDING,
UA2-03170,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"level: varchar(""level"", { length: 10 }).notNull().default(""medium""),","level: varchar(""level"", { length: 10 }).notNull().default(""medium""),",411,388,NUMERIC,PENDING,
UA2-03171,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"message: varchar(""message"", { length: 500 }).notNull(),","message: varchar(""message"", { length: 500 }).notNull(),",412,388,NUMERIC,PENDING,
UA2-03172,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"detail: jsonb(""detail""),","detail: jsonb(""detail""),",413,388,NONE_DETECTED,PENDING,
UA2-03173,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"route: varchar(""route"", { length: 200 }),","route: varchar(""route"", { length: 200 }),",414,388,NUMERIC,PENDING,
UA2-03174,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"read: boolean(""read"").default(false),","read: boolean(""read"").default(false),",415,388,NONE_DETECTED,PENDING,
UA2-03175,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"createdAt: timestamp(""created_at"").defaultNow(),","createdAt: timestamp(""created_at"").defaultNow(),",416;1103;1298;1466;1770,388,NONE_DETECTED,PENDING,
UA2-03176,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"}, (table) => ({","}, (table) => ({",417;1105;1122;1134;1300;1468,388,NONE_DETECTED,PENDING,
UA2-03177,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"userIdReadIdx: index(""idx_alerts_user_read"").on(table.userId, table.read),","userIdReadIdx: index(""idx_alerts_user_read"").on(table.userId, table.read),",418,388,NONE_DETECTED,PENDING,
UA2-03178,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,"typeIdx: index(""idx_alerts_type"").on(table.userId, table.type),","typeIdx: index(""idx_alerts_type"").on(table.userId, table.type),",419,388,NONE_DETECTED,PENDING,
UA2-03180,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,**进度条说明：**,**进度条说明：**,437,388,MARKDOWN_OR_PATH,PENDING,
UA2-03184,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,已出账金额：SUM(call_logs WHERE created_at < NOW() - INTERVAL '24h' AND billing_cycle = current),已出账金额：SUM(call_logs WHERE created_at < NOW() - INTERVAL '24h' AND billing_cycle = current),442,388,NUMERIC,PENDING,
UA2-03185,user-agent,docs/SPEC-§22-用户端体验增强.md,后端告警生成逻辑,待结算费用：SUM(call_logs WHERE created_at >= NOW() - INTERVAL '24h' AND billing_cycle = current),待结算费用：SUM(call_logs WHERE created_at >= NOW() - INTERVAL '24h' AND billing_cycle = current),443,388,NUMERIC,PENDING,
UA2-03191,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,GET /api/v1/me/logs/recent?limit=20&since={lastId},GET /api/v1/me/logs/recent?limit=20&since={lastId},504;517,516,MARKDOWN_OR_PATH;NUMERIC;POSSIBLE_COMPOUND;RESIDUAL_ENCODING,PENDING,
UA2-03192,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""activities"": [","""activities"": [",520,516,NONE_DETECTED,PENDING,
UA2-03193,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""id"": ""log_12345"",","""id"": ""log_12345"",",522,516,NUMERIC,PENDING,
UA2-03194,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""model"": ""deepseek-chat"",","""model"": ""deepseek-chat"",",523;602;837,516,NONE_DETECTED,PENDING,
UA2-03195,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""inputTokens"": 256,","""inputTokens"": 256,",524;605,516,NUMERIC,PENDING,
UA2-03196,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""outputTokens"": 1024,","""outputTokens"": 1024,",525;606,516,NUMERIC,PENDING,
UA2-03197,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""cost"": 0.0008,","""cost"": 0.0008,",526,516,NUMERIC,PENDING,
UA2-03198,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""status"": ""success"",","""status"": ""success"",",527;608,516,NONE_DETECTED,PENDING,
UA2-03199,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""errorMessage"": null,","""errorMessage"": null,",528,516,NONE_DETECTED,PENDING,
UA2-03200,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""timestamp"": ""2026-07-28T21:29:32Z"",","""timestamp"": ""2026-07-28T21:29:32Z"",",529,516,NUMERIC,PENDING,
UA2-03201,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""duration"": 512","""duration"": 512",530;609,516,NUMERIC,PENDING,
UA2-03202,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,"""hasMore"": true","""hasMore"": true",533,516,NONE_DETECTED,PENDING,
UA2-03203,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,interface LiveActivityFeedProps {,interface LiveActivityFeedProps {,540,516,NONE_DETECTED,PENDING,
UA2-03204,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,activities: ActivityItem[];,activities: ActivityItem[];,541,516,NONE_DETECTED,PENDING,
UA2-03205,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,paused: boolean;,paused: boolean;,542,516,NONE_DETECTED,PENDING,
UA2-03206,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,connectionMode: 'ws' | 'polling';,connectionMode: 'ws' | 'polling';,543,516,NONE_DETECTED,PENDING,
UA2-03207,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,onTogglePause: () => void;,onTogglePause: () => void;,544,516,NONE_DETECTED,PENDING,
UA2-03208,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,onClear: () => void;,onClear: () => void;,545;882,516,NONE_DETECTED,PENDING,
UA2-03209,user-agent,docs/SPEC-§22-用户端体验增强.md,降级轮询,onViewDetail: (id: string) => void;,onViewDetail: (id: string) => void;,546,516,NONE_DETECTED,PENDING,
